Id,Img Id,Da,Dp,FWidth,FLength,FThickness,ELength,EThickness,EWidth,Volume,Area,Perimeter,CHull  Area,CHull Perimeter,Sphericity,L/T Ratio,T/L Aspect Ratio,Compactness,Roundness,Ellipse Ratio,Circularity,Solidity,Concavity,Convexity,Extent,hash,Surface Area,Filter0,Filter1,Filter2,Filter3,Filter4,Filter5,Filter6,L/W Ratio,W/L Ratio,W/T Ratio,T/W Ratio,CHull Surface Area,Sieve,Rectangularity,CylDia,CylLength,CylFit,Angularity,Ellipticity,Fiber Length,Fiber Width
22,7190,3611.445,4660.198,4666.904,5636.546,793.22,5317.69,749.978,4441.228,10925317463,10243581.77,14640.445,10888742.45,13715.525,0.775,7.106,0.141,0.641,0.411,0.141,0.601,0.941,0.059,0.937,2.291,0,40974327.09,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.208,0.828,5.883,0.17,43554969.79,2730.062,0.695,800.402,5406.334,0,40.081,7.09,6593.503,2210.465
109,10655,5134.055,7496.4,4970.736,9502.038,2796.927,8534.469,2376.916,4436.393,69169915571,20701931,23550.636,24961000.44,21766.201,0.685,3.397,0.294,0.54,0.292,0.279,0.469,0.829,0.171,0.924,0.779,0,82807724,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.912,0.523,1.777,0.563,99844001.77,3883.832,0.557,4919.338,9080.173,0,27.32,3.591,10104.34,2463.064
294,21470,5053.843,5839.329,4623.754,7320.522,4166.208,6939.357,3896.86,4429.597,73837391324,20060108.19,18344.793,21103456.5,17777.845,0.865,1.757,0.569,0.69,0.477,0.562,0.749,0.951,0.049,0.969,0.658,0,80240432.74,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.583,0.632,1.11,0.901,84413825.99,4394.981,0.726,5022.556,5535.522,0,21.5,1.781,6291.098,3142.287
281,20747,3665.263,4824.028,4700.697,5714.081,1563.992,5398.333,1486.546,4418.314,21995899764,10551157,15155.13,12201951.03,14356.967,0.76,3.654,0.274,0.641,0.411,0.275,0.577,0.865,0.135,0.947,1.181,0,42204627.99,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.216,0.823,3.006,0.333,48807804.11,3132.344,0.771,1760.277,5235.409,0,27.778,3.631,6478.708,1997.152
293,21468,5215.905,7244.85,4412.957,8674.08,4182.95,7602.727,4234.788,4401.791,83836739690,21367280.96,22760.366,24681663.51,21283.775,0.72,2.074,0.482,0.601,0.362,0.557,0.518,0.866,0.134,0.935,0.589,0,85469123.84,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.966,0.509,1.055,0.948,98726654.05,4297.954,0.575,4412.703,8612.975,0,23.058,1.795,9265.812,2356.869
99,10291,4269.58,5006.412,4057.302,6349.142,1485.025,5816.595,1430.573,4399.019,20030179966,14317272.19,15728.107,15143239.02,15194.443,0.853,4.275,0.234,0.672,0.452,0.246,0.727,0.945,0.055,0.966,1.518,0,57269088.75,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.565,0.639,2.732,0.366,60572956.09,2771.164,0.833,4064.464,5570.264,0,22.727,4.066,5378.48,3552.371
301,21652,3757.435,4519.415,4428.215,6338.075,1321.085,5870.62,1273.628,4258.273,19414023332,11088500.02,14198.162,11685245.51,13735.546,0.831,4.798,0.208,0.593,0.351,0.217,0.691,0.949,0.051,0.967,1.324,0,44354000.09,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.431,0.699,3.352,0.298,46740982.06,2874.65,0.776,3802.887,4970.145,0,22.74,4.609,5794.908,3216.295
228,18784,4331.081,5123.913,4195.042,7668.19,2083.082,7483.407,2140.712,4240.624,35086035549,14732703.21,16097.246,14982218.74,15788.781,0.845,3.681,0.272,0.565,0.319,0.286,0.714,0.983,0.017,0.981,0.922,0,58930812.84,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.828,0.547,2.014,0.497,59928874.97,3139.062,0.82,3904.778,5564.304,0,18.261,3.496,6490.6,2328.123
104,10529,3214.675,4178.606,4459.685,5396.398,978.543,4989.996,919.357,4230.327,12330675136,8116412.163,13127.479,8604557.037,12328.604,0.769,5.515,0.181,0.596,0.355,0.184,0.592,0.943,0.057,0.939,1.537,0,32465648.65,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.21,0.826,4.557,0.219,34418228.15,2719.114,0.68,2405.068,4748.331,0,48.483,5.428,6659.09,2281.622
144,13118,3685.691,4382.525,4372.923,5233.006,1030.251,5097.974,974.946,4185.085,12344245221,10669099.81,13768.109,11290358.54,12907.015,0.841,5.079,0.197,0.704,0.496,0.191,0.707,0.945,0.055,0.937,1.979,0,42676399.23,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.197,0.836,4.245,0.236,45161434.17,2701.587,0.741,4311.212,4484.398,0,37.642,5.229,5319.541,3068.17
86,9991,3665.802,4587.256,4480.884,6315.481,1481.189,6062.803,1320.651,4114.92,21947199964,10554265.02,14411.289,11742170.33,13886.951,0.799,4.264,0.235,0.58,0.337,0.218,0.639,0.899,0.101,0.964,1.128,0,42217060.09,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.409,0.71,3.025,0.331,46968681.34,2981.036,0.651,4132.342,3419.968,0,23.051,4.591,6510.033,2379.43
137,12856,3278.25,4039.558,4383.018,4871.857,1881.503,4659.686,1685.843,4109.327,21036393920,8440613.747,12690.646,9322731.972,12169.096,0.812,2.589,0.386,0.673,0.453,0.362,0.659,0.905,0.095,0.959,0.921,0,33762454.99,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.112,0.9,2.33,0.429,37290927.89,3132.261,0.696,4415.029,4596.375,0,20.847,2.764,4578.051,3083.754
329,22619,3640.392,4462.449,4198.84,4677.934,866.665,4382.932,822.029,4097.541,8913190857,10408451.08,14019.196,11066767.69,12372.859,0.816,5.398,0.185,0.778,0.606,0.188,0.666,0.941,0.059,0.883,2.567,0,41633804.32,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.114,0.898,4.845,0.206,44267070.77,2532.752,0.76,4008.347,4250.544,0,54.452,5.332,6293.721,2135.615
277,20626,3988.574,5619.918,4720.869,6421.354,1804.761,6285.069,1598.155,4064.165,28646195319,12494679.45,17655.493,14782437.33,15594.301,0.71,3.558,0.281,0.621,0.386,0.254,0.504,0.845,0.155,0.883,1.078,0,49978717.8,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.36,0.735,2.616,0.382,59129749.3,3262.815,0.66,1814.114,6168.681,0,36.016,3.933,7803.968,2077.499
92,10153,4269.926,5076.989,4134.225,5550.846,3450.153,5187.841,3346.347,4037.814,41456282505,14319590.57,15949.831,15210421.56,14450.337,0.841,1.609,0.622,0.769,0.592,0.645,0.707,0.941,0.059,0.906,0.748,0,57278362.27,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.343,0.745,1.198,0.835,60841686.25,3792.189,0.757,3637.735,4401.616,0,46.378,1.55,6150.529,2497.962
196,14799,3240.189,4167.757,4102.001,5042.898,1455.01,4433.842,1136.62,4018.062,15759427676,8245758.057,13093.393,9782405.853,11910.161,0.777,3.466,0.289,0.643,0.413,0.256,0.604,0.843,0.157,0.91,1.124,0,32983032.23,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.229,0.813,2.819,0.355,39129623.41,2778.505,0.75,2290.812,4062.9,0,32.727,3.901,5910.168,1996.038
140,12954,4621.968,5590.267,3813.405,8419.581,1244.978,8390.991,1079.239,3996.388,20929737797,16778141.02,17562.342,17341896.06,17294.626,0.827,6.763,0.148,0.549,0.301,0.129,0.684,0.967,0.033,0.985,1.601,0,67112564.09,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.208,0.453,3.063,0.326,69367584.23,2529.192,0.891,3416.297,7494.354,0,16.098,7.775,7355.271,2496.06
250,19681,4808.711,5601.055,3996.272,7110.718,3421.669,6902.621,3222.031,3991.711,50910229333,18161310.2,17596.231,18898746.49,16720.798,0.859,2.078,0.481,0.676,0.457,0.467,0.737,0.961,0.039,0.95,0.746,0,72645240.78,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.779,0.562,1.168,0.856,75594985.96,3708.97,0.757,3985.008,6546.735,0,31.636,2.142,6074.462,3332.336
209,15528,3608.76,4412.384,4058.578,5018.089,829.542,4846.595,806.424,3990.979,8846046803,10228354.45,13861.913,10801823.62,12563.373,0.818,6.049,0.165,0.719,0.517,0.166,0.669,0.947,0.053,0.906,2.457,0,40913417.82,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.236,0.809,4.893,0.204,43207294.46,2444.06,0.754,4115.88,4321.203,0,53.944,6.01,5694.703,2526.524
259,19953,3720.573,4205.659,4045.372,5412.772,2359.629,5131.523,2420.523,3979.928,27053319287,10872001.65,13212.468,11320433.62,12779.701,0.885,2.294,0.436,0.687,0.472,0.472,0.783,0.96,0.04,0.967,0.851,0,43488006.59,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.338,0.747,1.714,0.583,45281734.47,3202.501,0.802,4031.781,4279.282,0,20.517,2.12,3973.563,1851.804
338,23165,3968.567,4924.488,4133.373,6589.826,1686.598,6516.711,1643.027,3977.715,24054083273,12369647.98,15470.734,13151541.71,14805.847,0.806,3.907,0.256,0.602,0.363,0.252,0.649,0.941,0.059,0.957,1.113,0,49478591.92,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.594,0.627,2.451,0.408,52606166.84,2909.986,0.745,3287.906,6229.496,0,30.569,3.966,6169.78,1106.653
38,8130,3533.529,4592.152,4090.106,5676.166,929.408,5684.158,807.526,3955.599,11297825055,9806344.032,14426.67,10536745.07,13403.514,0.769,6.107,0.164,0.623,0.388,0.142,0.592,0.931,0.069,0.929,1.859,0,39225376.13,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.388,0.721,4.401,0.227,42146980.29,2509.758,0.73,2765.985,5449.992,0,47.153,7.039,6283.624,2131.567
114,10938,4187.694,5014.909,3946.235,6391.054,1272.405,6257.718,1206.583,3947.824,16802707980,13773354.53,15754.802,14198491.1,14937.561,0.835,5.023,0.199,0.655,0.429,0.193,0.697,0.97,0.03,0.948,1.694,0,55093418.12,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.62,0.617,3.101,0.322,56793964.39,2609.32,0.785,3266.3,5959.807,0,38.791,5.186,5855.458,3250.941
289,21195,3829.493,4976.609,3947.099,5917.493,2058.704,5284.063,1972.166,3940.982,25177259530,11517878.53,15634.478,12925773.62,13944.742,0.769,2.874,0.348,0.647,0.419,0.373,0.592,0.891,0.109,0.892,0.945,0,46071514.13,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.499,0.667,1.917,0.522,51703094.48,3002.902,0.752,3952.733,4724.971,0,41.515,2.679,6226.646,2172.307
162,13697,3620.027,4175.263,4112.01,6631.134,1228.721,6473.655,1206.157,3925.155,17542593653,10292325.97,13116.976,10852357.86,12534.632,0.867,5.397,0.185,0.546,0.298,0.186,0.752,0.948,0.052,0.956,1.263,0,41169303.89,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.613,0.62,3.347,0.299,43409431.46,2670.366,0.745,1245.121,4365.423,0,23.235,5.367,5593.634,3113.367
240,19266,3539.669,4327.047,3879.728,6252.509,2321.362,6091.638,2134.397,3871.763,29484724469,9840456.963,13593.821,10467334.75,13013.753,0.818,2.693,0.371,0.566,0.32,0.35,0.669,0.94,0.06,0.957,0.678,0,39361827.85,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.612,0.621,1.671,0.598,41869338.99,3100.545,0.836,3885.01,3964.489,0,27.945,2.854,5675.626,1643.963
265,20173,3797.059,5301.178,3892.088,6958.803,1051.153,6916.833,852.253,3869.827,14906711577,11323600.77,16654.142,12057224.27,15633.638,0.716,6.62,0.151,0.546,0.298,0.123,0.513,0.939,0.061,0.939,1.548,0,45294403.08,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.788,0.559,3.703,0.27,48228897.1,2471.621,0.708,1200.803,6931.971,0,40.163,8.116,7148.819,2185.313
101,10424,3656.245,4562.656,3978.629,7643.559,1173.354,7096.831,1059.122,3832.732,18683429997,10499305.73,14334.006,11300684.93,13864.765,0.801,6.514,0.154,0.478,0.229,0.149,0.642,0.929,0.071,0.967,1.171,0,41997222.9,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.921,0.521,3.391,0.295,45202739.72,2575.991,0.724,3993.948,4982.7,0,24.306,6.701,6758.547,2170.637
261,20039,3406.179,4269.452,3720.911,6193.741,1717.135,5616.268,1624.097,3826.987,20720743555,9112234.116,13412.88,9777149.2,12789.778,0.798,3.607,0.277,0.55,0.302,0.289,0.636,0.932,0.068,0.954,0.857,0,36448936.46,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.665,0.601,2.167,0.461,39108596.8,2719.023,0.775,1726.24,4990.623,0,17.746,3.458,5646.848,1715.38
44,8691,3472.862,4710.954,4036.727,6201.962,1191.116,5921.709,1071.988,3815.286,15613893328,9472505.569,14799.899,10379521.37,13729.825,0.737,5.207,0.192,0.56,0.314,0.181,0.543,0.913,0.087,0.928,1.282,0,37890022.28,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.536,0.651,3.389,0.295,41518085.48,2613.922,0.675,3944.53,4522.931,0,33.028,5.524,6171.683,658.576
330,22673,3129.022,3685.33,3815.349,4564.631,1276.364,4263.202,1082.117,3808.649,11638933847,7689660.549,11577.806,8039552.689,11180.413,0.849,3.576,0.28,0.685,0.47,0.254,0.721,0.956,0.044,0.966,1.32,0,30758642.2,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.196,0.836,2.989,0.335,32158210.75,2545.856,0.759,3792.779,4217.807,0,22.889,3.94,4018.431,849.919
151,13406,3500.428,4645.256,3673.892,6068.365,740.442,5612.725,689.3,3804.045,8643455672,9623481.75,14593.502,10816479.68,13746.093,0.754,8.196,0.122,0.577,0.333,0.123,0.568,0.89,0.11,0.942,2.142,0,38493927,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.652,0.605,4.962,0.202,43265918.73,2207.167,0.719,3161.319,5751.105,0,31.687,8.143,6199.064,2305.522
343,25342,3882.731,4551.347,3919.985,6954.688,1377.33,6688.436,1280.199,3798.008,19660694567,11840347.29,14298.477,12372648.24,13430.537,0.853,5.049,0.198,0.558,0.312,0.191,0.728,0.957,0.043,0.939,1.236,0,47361389.16,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.774,0.564,2.846,0.351,49490592.96,2648.658,0.785,3942.774,4314.564,0,34.653,5.225,5822.849,2833.64
171,14038,3722.21,4201.934,3630.659,5366.385,2262.928,5588.348,2114.836,3788.943,23085356456,10881569.86,13200.765,11244936.94,12811.033,0.886,2.371,0.422,0.694,0.481,0.378,0.785,0.968,0.032,0.97,0.896,0,43526279.45,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.478,0.677,1.604,0.623,44979747.77,2946.793,0.858,3681.556,3874.398,0,19.535,2.642,4458.406,2591.119
307,21830,5867.602,7552.176,3960.375,11784.779,3257.65,11364.542,3201.728,3787.494,79608756505,27040277.48,23725.859,28465749.74,23250.862,0.777,3.618,0.276,0.498,0.248,0.282,0.604,0.95,0.05,0.98,0.704,0,108161109.9,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.976,0.336,1.216,0.823,113862999,3609.013,0.769,3258.778,7789.09,0,18.1,3.55,10146.086,3165.376
123,11527,2985.251,3822.676,3835.159,5208.427,1133.396,5237.355,1080.831,3782.716,11854149630,6999252.319,12009.291,7571692.467,11240.479,0.781,4.595,0.218,0.573,0.329,0.206,0.61,0.924,0.076,0.936,1.186,0,27997009.28,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.358,0.736,3.384,0.296,30286769.87,2484.278,0.747,1284.693,4676.709,0,42.574,4.846,5555.609,2514.431
157,13539,3010.047,4141.142,3792.937,5412.246,1202.964,4718.114,1073.244,3737.35,12930177103,7116006.851,13009.781,8113155.365,12028.312,0.727,4.499,0.222,0.556,0.309,0.227,0.528,0.877,0.123,0.925,1.093,0,28464027.41,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.427,0.701,3.153,0.317,32452621.46,2497.951,0.696,2928.688,4475.055,0,49.366,4.396,5930.202,1954.199
124,11544,3377.329,3995.437,3739.687,5068.086,839.865,4882.22,709.873,3731.036,8334653934,8958529.472,12552.036,9229237.556,12035.122,0.845,6.034,0.166,0.666,0.444,0.145,0.715,0.971,0.029,0.959,2.105,0,35834117.89,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.355,0.738,4.453,0.225,36916950.23,2289.776,0.783,3445.513,4209.406,0,36.897,6.878,4644.082,495.86
295,21521,4265.88,5325.345,3738.404,7613.312,2171.08,7874.406,1962.309,3729.163,32354471879,14292462.35,16730.064,15299242.02,15148.975,0.801,3.507,0.285,0.56,0.314,0.249,0.642,0.934,0.066,0.905,0.865,0,57169849.4,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.037,0.491,1.722,0.581,61196968.08,2954.742,0.774,3680.927,4885.691,0,42.628,4.013,7181.414,1587.278
302,21674,5396.786,6839.156,3750.833,9727.263,3037.702,9873.511,2618.55,3723.422,58031276365,22874958.04,21485.842,24587856.29,20743.298,0.789,3.202,0.312,0.555,0.308,0.265,0.623,0.93,0.07,0.965,0.774,0,91499832.15,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.593,0.386,1.235,0.81,98351425.17,3394.267,0.788,3720.623,9309.03,0,20.816,3.771,8512.511,3070.273
243,19406,3620.395,4890.425,3786.233,6665.041,854.697,6057.341,842.125,3712.958,11293306861,10294418.34,15363.724,11066717.15,14405.938,0.74,7.798,0.128,0.543,0.295,0.139,0.548,0.93,0.07,0.938,1.807,0,41177673.34,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.76,0.568,4.43,0.226,44266868.59,2320.465,0.709,856.363,6168.442,0,39.833,7.193,6698.462,2404.967
52,9038,3059.53,4168.468,3873.062,6095.771,868.581,6087.93,853.775,3695.417,10737228566,7351896.763,13095.629,8452493.668,12297.041,0.734,7.018,0.142,0.502,0.252,0.14,0.539,0.87,0.13,0.939,1.389,0,29407587.05,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.574,0.635,4.459,0.224,33809974.67,2370.821,0.771,1398.376,4362.864,0,23.69,7.131,5764.301,1330.437
120,11313,3142.705,4367.678,3691.08,5722.794,1522.626,5770.292,1374.078,3693.563,16840437129,7757060.528,13721.465,9373787.88,12916.166,0.72,3.759,0.266,0.549,0.302,0.238,0.518,0.828,0.172,0.941,0.89,0,31028242.11,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.55,0.645,2.424,0.413,37495151.52,2606.853,0.691,3711.282,4135.597,0,23.75,4.199,5562.152,889.896
305,21793,3386.819,4149.658,3591.58,5521.815,1311.248,5747.571,1274.125,3616.869,13616039498,9008944.511,13036.534,9450034.142,12486.136,0.816,4.211,0.237,0.613,0.376,0.222,0.666,0.953,0.047,0.958,1.244,0,36035778.05,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.537,0.65,2.739,0.365,37800136.57,2451.414,0.807,3565.416,4592.747,0,32.571,4.511,5327.871,2093.189
272,20351,3967.942,5257.142,3991.535,7850.305,2397.512,7538.743,2152.225,3613.803,39335604814,12365748.41,16515.797,13682413.1,15861.814,0.755,3.274,0.305,0.505,0.255,0.285,0.57,0.904,0.096,0.96,0.657,0,49462993.62,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.967,0.508,1.665,0.601,54729652.41,3194.523,0.672,2785.313,7832.886,0,26.515,3.503,7360.71,1992.345
169,13997,3447.655,3926.928,3700.453,6005.746,810.771,5717.114,735.313,3598.044,9434497469,9335496.902,12336.808,9750349.998,11730.636,0.878,7.407,0.135,0.574,0.33,0.129,0.771,0.957,0.043,0.951,1.917,0,37341987.61,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.623,0.616,4.564,0.219,39001399.99,2255.612,0.797,1539.915,3650.202,0,41.043,7.775,5745.726,2703.459
