Id,Img Id,Da,Dp,FWidth,FLength,FThickness,ELength,EThickness,EWidth,Volume,Area,Perimeter,CHull  Area,CHull Perimeter,Sphericity,L/T Ratio,T/L Aspect Ratio,Compactness,Roundness,Ellipse Ratio,Circularity,Solidity,Concavity,Convexity,Extent,hash,Transparency,Curvature,Surface Area,Filter0,Filter1,Filter2,Filter3,Filter4,Filter5,Filter6,L/W Ratio,W/L Ratio,W/T Ratio,T/W Ratio,CHull Surface Area,Sieve,Angularity,Ellipticity,Fiber Length,Fiber Width,Krumbein Rnd
 , ,mm,mm,mm,mm,mm,mm,mm,mm,mm≥,mm≤,mm,mm≤,mm, , , , , , , , , , , , , , ,mm≤, , , , , , , , , , , ,mm≤,mm, , ,mm,mm, 
2100,16497,0.32,0.358,0.264,0.449,0.264,0.416,0.249,0.249,0.016,0.08,1.125,0.082,1.12,0.893,1.702,0.588,0.713,0.509,0.598,0.798,0.976,0.024,0.995,0.68,0,0.479,0.161,0.322,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.702,0.588,1,1,0.33,0.264,63.333,1.673,0,0,1
4460,16988,0.32,0.386,0.24,0.52,0.24,0.455,0.228,0.228,0.016,0.08,1.212,0.085,1.194,0.829,2.167,0.462,0.615,0.379,0.502,0.687,0.949,0.051,0.985,0.645,0,0.564,0,0.321,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.167,0.462,1,1,0.338,0.24,74,1.994,0.413,0.194,1
3222,16693,0.32,0.446,0.271,0.636,0.095,0.627,0.087,0.264,0.009,0.08,1.401,0.093,1.358,0.717,6.705,0.149,0.503,0.253,0.139,0.515,0.861,0.139,0.97,1.331,0,0.543,0,0.321,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.348,0.426,2.856,0.35,0.373,0.183,70,7.193,0.599,0.195,0.926
3138,16678,0.32,0.388,0.217,0.512,0.217,0.498,0.213,0.213,0.013,0.08,1.219,0.083,1.216,0.823,2.36,0.424,0.625,0.39,0.427,0.678,0.967,0.033,0.998,0.723,0,0.495,0,0.321,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.36,0.424,1,1,0.332,0.217,55,2.341,0.381,0.21,1
5009,17563,0.319,0.374,0.239,0.492,0.239,0.469,0.224,0.224,0.015,0.08,1.176,0.082,1.174,0.853,2.059,0.486,0.649,0.421,0.478,0.727,0.974,0.026,0.998,0.681,0,0.387,0,0.32,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.059,0.486,1,1,0.329,0.239,56.667,2.093,0.338,0.237,1
4949,17335,0.319,0.393,0.303,0.531,0.199,0.52,0.177,0.288,0.017,0.08,1.235,0.083,1.23,0.812,2.664,0.375,0.602,0.362,0.34,0.66,0.965,0.035,0.996,0.757,0,0.453,0.011,0.32,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.751,0.571,1.521,0.657,0.332,0.251,85,2.937,0.446,0.114,0.899
3793,16793,0.319,0.395,0.199,0.545,0.199,0.532,0.196,0.196,0.011,0.08,1.241,0.081,1.24,0.807,2.73,0.366,0.586,0.343,0.369,0.652,0.982,0.018,0.999,0.735,0,0.377,0,0.32,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.73,0.366,1,1,0.326,0.199,71.667,2.707,0.392,0.204,1
253,16027,0.319,0.341,0.277,0.385,0.277,0.352,0.293,0.293,0.016,0.08,1.072,0.081,1.07,0.934,1.389,0.72,0.828,0.685,0.833,0.872,0.984,0.016,0.998,0.747,0,0.365,0,0.319,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.389,0.72,1,1,0.324,0.277,72,1.201,0,0,1
1512,16403,0.319,0.415,0.272,0.616,0.159,0.63,0.149,0.239,0.014,0.08,1.304,0.084,1.297,0.768,3.883,0.258,0.518,0.268,0.237,0.589,0.949,0.051,0.994,0.817,0,0.364,0,0.319,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.261,0.442,1.718,0.582,0.336,0.215,68.333,4.219,0.532,0.165,1
4743,17109,0.319,0.384,0.314,0.559,0.121,0.536,0.115,0.306,0.011,0.08,1.205,0.082,1.2,0.83,4.604,0.217,0.57,0.324,0.215,0.689,0.97,0.03,0.996,1.173,0,0.494,0,0.319,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.779,0.562,2.589,0.386,0.328,0.218,116.667,4.651,0.442,0.088,0.928
4689,17087,0.318,0.399,0.186,0.498,0.186,0.54,0.189,0.189,0.009,0.08,1.255,0.084,1.242,0.797,2.671,0.374,0.639,0.409,0.351,0.635,0.95,0.05,0.99,0.857,0,0.558,0.487,0.318,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.671,0.374,1,1,0.335,0.186,68,2.851,0.455,0.175,1
4030,16864,0.318,0.337,0.306,0.368,0.306,0.343,0.3,0.3,0.018,0.079,1.06,0.081,1.055,0.943,1.203,0.831,0.865,0.748,0.872,0.889,0.984,0.016,0.996,0.707,0,0.521,0.47,0.318,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.203,0.831,1,1,0.323,0.306,66,1.146,0,0,1
3412,16736,0.318,0.519,0.151,0.755,0.151,0.779,0.135,0.135,0.009,0.079,1.632,0.083,1.625,0.612,5.013,0.199,0.421,0.177,0.174,0.375,0.953,0.047,0.996,0.699,0,0.518,0,0.318,Reject,Reject,Reject,Reject,Reject,Reject,Reject,5.013,0.199,1,1,0.334,0.151,68,5.757,0.696,0.114,1
3382,16731,0.318,0.406,0.232,0.57,0.232,0.494,0.21,0.21,0.016,0.079,1.274,0.082,1.267,0.784,2.454,0.408,0.558,0.311,0.425,0.615,0.964,0.036,0.994,0.6,0,0.594,0,0.318,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.454,0.408,1,1,0.33,0.232,68,2.354,0.409,0.194,1
2912,16644,0.318,0.355,0.266,0.444,0.266,0.419,0.248,0.248,0.017,0.079,1.115,0.082,1.111,0.896,1.666,0.6,0.717,0.513,0.592,0.803,0.971,0.029,0.996,0.672,0,0.579,0.175,0.318,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.666,0.6,1,1,0.327,0.266,56.667,1.689,0,0,0.742
3585,16761,0.318,0.351,0.251,0.441,0.251,0.433,0.238,0.238,0.015,0.079,1.103,0.08,1.103,0.906,1.756,0.569,0.721,0.519,0.55,0.82,0.997,0.003,1,0.716,0,0.392,0,0.318,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.756,0.569,1,1,0.319,0.251,56.667,1.818,0,0,1
3374,16729,0.318,0.421,0.205,0.582,0.205,0.558,0.194,0.194,0.013,0.079,1.323,0.082,1.318,0.755,2.841,0.352,0.546,0.298,0.349,0.57,0.966,0.034,0.996,0.665,0,0.553,0,0.317,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.841,0.352,1,1,0.328,0.205,82.5,2.869,0.488,0.163,1
1949,16471,0.318,0.419,0.218,0.687,0.179,0.648,0.169,0.204,0.014,0.079,1.317,0.082,1.31,0.758,3.833,0.261,0.463,0.214,0.261,0.575,0.963,0.037,0.995,0.645,0,0.538,0.827,0.317,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.147,0.318,1.218,0.821,0.329,0.199,60,3.828,0.588,0.149,1
4603,17049,0.317,0.351,0.231,0.442,0.231,0.439,0.232,0.232,0.012,0.079,1.103,0.079,1.103,0.903,1.911,0.523,0.717,0.514,0.528,0.816,0.994,0.006,1,0.772,0,0.501,0,0.316,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.911,0.523,1,1,0.318,0.231,58.571,1.894,0,0,0.856
1545,16415,0.317,0.405,0.185,0.576,0.185,0.568,0.177,0.177,0.01,0.079,1.274,0.08,1.271,0.782,3.116,0.321,0.55,0.303,0.312,0.612,0.986,0.014,0.998,0.741,0,0.366,0,0.316,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.116,0.321,1,1,0.32,0.185,66.667,3.206,0.453,0.174,1
4069,16873,0.317,0.378,0.272,0.464,0.272,0.407,0.268,0.268,0.018,0.079,1.188,0.084,1.168,0.838,1.706,0.586,0.683,0.466,0.658,0.703,0.935,0.065,0.983,0.625,0,0.578,0.984,0.316,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.706,0.586,1,1,0.338,0.272,68,1.519,0,0,1
1105,16342,0.316,0.407,0.199,0.579,0.199,0.53,0.189,0.189,0.012,0.079,1.279,0.081,1.268,0.777,2.912,0.343,0.547,0.299,0.356,0.604,0.972,0.028,0.991,0.684,0,0.519,0,0.314,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.912,0.343,1,1,0.324,0.199,66,2.808,0.482,0.163,1
4278,16917,0.316,0.447,0.205,0.627,0.182,0.631,0.175,0.189,0.012,0.078,1.405,0.085,1.391,0.706,3.452,0.29,0.503,0.253,0.278,0.498,0.917,0.083,0.989,0.686,0,0.511,0.151,0.313,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.059,0.327,1.128,0.886,0.342,0.193,71.667,3.594,0.576,0.124,1
4647,17065,0.315,0.367,0.244,0.445,0.244,0.459,0.227,0.227,0.014,0.078,1.153,0.081,1.148,0.859,1.82,0.549,0.71,0.504,0.494,0.738,0.967,0.033,0.995,0.72,0,0.452,0,0.313,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.82,0.549,1,1,0.323,0.244,85,2.023,0.348,0.225,1
1064,16335,0.315,0.429,0.199,0.62,0.199,0.545,0.191,0.191,0.013,0.078,1.347,0.081,1.338,0.736,3.117,0.321,0.509,0.259,0.35,0.541,0.968,0.032,0.993,0.633,0,0.519,0,0.313,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.117,0.321,1,1,0.323,0.199,48.571,2.858,0.52,0.15,1
1170,16334,0.315,0.361,0.324,0.527,0.155,0.496,0.15,0.324,0.014,0.078,1.134,0.08,1.129,0.873,3.407,0.294,0.599,0.358,0.302,0.762,0.974,0.026,0.995,0.959,0,0.354,0,0.312,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.625,0.615,2.096,0.477,0.321,0.239,113.333,3.31,0.452,0.192,0.956
154,13495,0.315,0.468,0.147,0.694,0.147,0.685,0.145,0.145,0.008,0.078,1.469,0.08,1.467,0.674,4.717,0.212,0.454,0.207,0.211,0.455,0.976,0.024,0.998,0.765,0,0.559,0,0.312,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4.717,0.212,1,1,0.32,0.147,56.667,4.737,0.577,0.135,1
4751,17122,0.315,0.393,0.232,0.533,0.232,0.504,0.21,0.21,0.015,0.078,1.235,0.082,1.231,0.801,2.294,0.436,0.591,0.349,0.416,0.642,0.953,0.047,0.997,0.629,0,0.461,0,0.312,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.294,0.436,1,1,0.327,0.232,56.667,2.402,0.424,0.184,1
412,16157,0.315,0.399,0.202,0.542,0.202,0.53,0.193,0.193,0.012,0.078,1.253,0.08,1.252,0.79,2.69,0.372,0.581,0.337,0.365,0.624,0.98,0.02,0.999,0.712,0,0.307,0,0.312,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.69,0.372,1,1,0.318,0.202,71.667,2.741,0.454,0.172,1
1116,16339,0.314,0.414,0.245,0.655,0.111,0.626,0.109,0.239,0.009,0.078,1.3,0.083,1.285,0.76,5.883,0.17,0.48,0.231,0.175,0.577,0.939,0.061,0.988,1.066,0,0.516,0,0.311,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.669,0.375,2.204,0.454,0.331,0.178,72,5.721,0.536,0.118,1
5086,17656,0.314,0.344,0.267,0.418,0.267,0.402,0.251,0.251,0.016,0.077,1.082,0.078,1.081,0.912,1.569,0.637,0.751,0.564,0.624,0.831,0.989,0.011,0.999,0.695,0,0.565,0.123,0.31,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.569,0.637,1,1,0.313,0.267,66,1.602,0,0,1
2942,16648,0.314,0.352,0.256,0.424,0.256,0.405,0.253,0.253,0.015,0.077,1.106,0.079,1.098,0.891,1.655,0.604,0.74,0.548,0.624,0.794,0.976,0.024,0.993,0.712,0,0.494,0.024,0.309,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.655,0.604,1,1,0.316,0.256,56.667,1.602,0,0,1
2028,16480,0.313,0.389,0.327,0.595,0.095,0.537,0.079,0.311,0.01,0.077,1.223,0.08,1.21,0.804,6.235,0.16,0.526,0.277,0.146,0.647,0.962,0.038,0.989,1.356,0,0.511,0.04,0.308,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.822,0.549,3.421,0.292,0.32,0.211,70,6.832,0.489,0.054,1
952,16307,0.313,0.343,0.305,0.377,0.303,0.365,0.293,0.297,0.018,0.077,1.077,0.08,1.061,0.911,1.243,0.804,0.829,0.687,0.802,0.831,0.955,0.045,0.985,0.671,0,0.587,0.534,0.307,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.236,0.809,1.006,0.994,0.321,0.304,61.667,1.246,0,0,0.859
4033,16865,0.312,0.346,0.237,0.427,0.237,0.419,0.238,0.238,0.013,0.077,1.087,0.078,1.085,0.903,1.804,0.554,0.731,0.535,0.568,0.816,0.986,0.014,0.998,0.758,0,0.573,1.182,0.307,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.804,0.554,1,1,0.311,0.237,70,1.759,0,0,1
1507,16404,0.312,0.341,0.272,0.457,0.22,0.459,0.219,0.262,0.014,0.077,1.07,0.078,1.068,0.917,2.08,0.481,0.683,0.467,0.478,0.841,0.986,0.014,0.998,0.763,0,0.286,0,0.306,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.678,0.596,1.239,0.807,0.311,0.246,66,2.094,0,0,1
1272,16363,0.312,0.494,0.155,0.723,0.155,0.684,0.145,0.145,0.009,0.077,1.552,0.084,1.526,0.632,4.662,0.214,0.432,0.187,0.212,0.4,0.909,0.091,0.983,0.683,0,0.509,0,0.306,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4.662,0.214,1,1,0.337,0.155,54.286,4.727,0.657,0.117,1
5091,17658,0.312,0.336,0.269,0.378,0.262,0.385,0.26,0.272,0.014,0.076,1.056,0.079,1.046,0.927,1.445,0.692,0.824,0.678,0.675,0.86,0.97,0.03,0.991,0.77,0,0.522,0.152,0.305,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.409,0.71,1.025,0.975,0.315,0.265,87.5,1.482,0,0,0.906
1605,16426,0.312,0.432,0.284,0.66,0.178,0.618,0.157,0.265,0.017,0.076,1.358,0.083,1.349,0.721,3.719,0.269,0.472,0.223,0.255,0.52,0.922,0.078,0.994,0.65,0,0.477,0,0.305,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.323,0.431,1.601,0.624,0.331,0.231,85,3.925,0.579,0.191,1
3452,16742,0.311,0.374,0.235,0.456,0.235,0.462,0.224,0.224,0.013,0.076,1.174,0.078,1.172,0.833,1.938,0.516,0.683,0.466,0.486,0.695,0.981,0.019,0.998,0.71,0,0.411,0,0.305,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.938,0.516,1,1,0.311,0.235,53.333,2.058,0.395,0.193,1
2721,16619,0.311,0.414,0.172,0.582,0.172,0.581,0.17,0.17,0.009,0.076,1.3,0.078,1.298,0.752,3.39,0.295,0.535,0.286,0.292,0.566,0.974,0.026,0.998,0.762,0,0.282,0,0.305,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.39,0.295,1,1,0.313,0.172,48.571,3.42,0.466,0.163,1
1160,16350,0.311,0.457,0.152,0.676,0.152,0.665,0.148,0.148,0.008,0.076,1.437,0.078,1.434,0.681,4.446,0.225,0.461,0.212,0.222,0.463,0.972,0.028,0.998,0.741,0,0.487,0,0.305,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4.446,0.225,1,1,0.313,0.152,60,4.504,0.579,0.132,1
3544,16757,0.311,0.319,0.285,0.342,0.285,0.337,0.288,0.288,0.015,0.076,1.002,0.076,1.002,0.976,1.203,0.832,0.909,0.827,0.854,0.952,0.999,0.001,1,0.781,0,0.322,0,0.304,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.203,0.832,1,1,0.305,0.285,70,1.171,0,0,1
3048,16666,0.311,0.381,0.224,0.52,0.224,0.481,0.21,0.21,0.014,0.076,1.197,0.077,1.196,0.817,2.316,0.432,0.599,0.359,0.437,0.667,0.988,0.012,0.999,0.652,0,0.417,0,0.304,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.316,0.432,1,1,0.308,0.224,74,2.287,0.441,0.173,1
1434,16396,0.311,0.34,0.246,0.469,0.232,0.456,0.232,0.245,0.014,0.076,1.067,0.077,1.064,0.914,2.023,0.494,0.662,0.439,0.508,0.836,0.987,0.013,0.997,0.697,0,0.294,0,0.303,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.908,0.524,1.06,0.944,0.307,0.239,70,1.967,0,0,1
342,16104,0.311,0.366,0.356,0.567,0.164,0.551,0.16,0.331,0.017,0.076,1.151,0.077,1.147,0.848,3.459,0.289,0.547,0.3,0.29,0.719,0.983,0.017,0.997,0.814,0,0.385,0.01,0.303,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.594,0.627,2.169,0.461,0.308,0.26,85,3.448,0.42,0.158,0.978
1576,16420,0.31,0.338,0.274,0.413,0.274,0.378,0.259,0.259,0.016,0.076,1.061,0.077,1.059,0.919,1.507,0.664,0.751,0.564,0.686,0.844,0.985,0.015,0.998,0.667,0,0.499,0,0.303,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.507,0.664,1,1,0.308,0.274,55,1.457,0,0,1
5077,17650,0.31,0.328,0.283,0.384,0.283,0.362,0.269,0.269,0.016,0.076,1.03,0.077,1.029,0.947,1.357,0.737,0.808,0.653,0.741,0.897,0.988,0.012,0.999,0.696,0,0.463,0,0.303,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.357,0.737,1,1,0.306,0.283,45.714,1.349,0,0,0.857
885,16297,0.31,0.394,0.217,0.538,0.217,0.503,0.202,0.202,0.013,0.076,1.236,0.079,1.227,0.789,2.475,0.404,0.577,0.333,0.401,0.622,0.953,0.047,0.992,0.648,0,0.517,0,0.303,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.475,0.404,1,1,0.318,0.217,66,2.492,0.425,0.178,1
1719,16442,0.31,0.35,0.326,0.471,0.151,0.461,0.144,0.324,0.012,0.076,1.1,0.078,1.093,0.886,3.122,0.32,0.659,0.434,0.313,0.784,0.966,0.034,0.994,1.064,0,0.352,0.139,0.302,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.445,0.692,2.161,0.463,0.313,0.238,68.333,3.199,0.415,0.096,1
2296,16547,0.31,0.499,0.191,0.694,0.191,0.746,0.165,0.165,0.013,0.075,1.569,0.099,1.515,0.621,3.631,0.275,0.447,0.2,0.221,0.385,0.763,0.237,0.966,0.569,0,0.55,0.167,0.302,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.631,0.275,1,1,0.395,0.191,55,4.516,0.663,0.114,1
1794,16457,0.31,0.339,0.25,0.421,0.25,0.41,0.237,0.237,0.014,0.075,1.065,0.076,1.065,0.914,1.684,0.594,0.736,0.542,0.579,0.835,0.989,0.011,0.999,0.717,0,0.354,0.036,0.302,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.684,0.594,1,1,0.305,0.25,56.667,1.727,0,0,1
2349,16560,0.31,0.373,0.252,0.468,0.252,0.434,0.242,0.242,0.016,0.075,1.171,0.08,1.161,0.831,1.86,0.538,0.662,0.438,0.557,0.69,0.944,0.056,0.992,0.639,0,0.542,0,0.301,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.86,0.538,1,1,0.319,0.252,66,1.796,0.362,0.208,1
3036,16658,0.31,0.358,0.358,0.461,0.15,0.425,0.141,0.356,0.013,0.075,1.126,0.079,1.112,0.864,3.082,0.324,0.671,0.451,0.331,0.746,0.951,0.049,0.987,1.09,0,0.508,0,0.301,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.289,0.776,2.391,0.418,0.317,0.254,87.5,3.019,0.438,0.102,0.9
2209,16521,0.309,0.345,0.245,0.432,0.245,0.414,0.237,0.237,0.014,0.075,1.084,0.076,1.083,0.896,1.763,0.567,0.717,0.513,0.571,0.804,0.99,0.01,0.999,0.711,0,0.575,0.289,0.301,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.763,0.567,1,1,0.304,0.245,71.667,1.75,0,0,0.858
2643,16613,0.309,0.336,0.248,0.426,0.248,0.399,0.241,0.241,0.014,0.075,1.057,0.077,1.055,0.919,1.721,0.581,0.726,0.526,0.604,0.845,0.979,0.021,0.998,0.711,0,0.4,0,0.301,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.721,0.581,1,1,0.307,0.248,70,1.654,0,0,1
308,16061,0.309,0.354,0.257,0.522,0.202,0.516,0.193,0.247,0.014,0.075,1.113,0.076,1.11,0.872,2.587,0.387,0.592,0.35,0.374,0.761,0.987,0.013,0.997,0.711,0,0.325,0,0.3,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.034,0.492,1.272,0.786,0.304,0.229,85,2.677,0.399,0.183,0.983
1370,16388,0.309,0.345,0.208,0.44,0.208,0.445,0.214,0.214,0.01,0.075,1.083,0.076,1.082,0.896,2.118,0.472,0.702,0.493,0.481,0.803,0.993,0.007,0.999,0.819,0,0.352,0,0.3,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.118,0.472,1,1,0.302,0.208,56.667,2.08,0,0,1
1183,16352,0.309,0.379,0.199,0.506,0.199,0.52,0.188,0.188,0.011,0.075,1.19,0.077,1.187,0.815,2.543,0.393,0.61,0.372,0.362,0.665,0.973,0.027,0.997,0.743,0,0.493,0,0.3,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.543,0.393,1,1,0.308,0.199,68,2.761,0.398,0.188,1
5105,17667,0.309,0.343,0.269,0.402,0.269,0.371,0.267,0.267,0.015,0.075,1.076,0.078,1.067,0.902,1.492,0.67,0.768,0.59,0.719,0.813,0.96,0.04,0.992,0.691,0,0.545,0,0.3,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.492,0.67,1,1,0.312,0.269,85,1.391,0,0,1
2810,16629,0.308,0.363,0.225,0.468,0.225,0.455,0.213,0.213,0.012,0.075,1.142,0.079,1.123,0.849,2.077,0.482,0.659,0.434,0.468,0.72,0.946,0.054,0.983,0.708,0,0.545,0,0.299,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.077,0.482,1,1,0.316,0.225,66,2.138,0.31,0.241,1
1891,16465,0.308,0.416,0.273,0.587,0.134,0.543,0.08,0.247,0.011,0.075,1.306,0.086,1.273,0.742,4.39,0.228,0.525,0.276,0.147,0.55,0.866,0.134,0.975,0.95,0,0.6,0.672,0.299,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.149,0.465,2.043,0.489,0.345,0.204,78,6.792,0.558,0.038,1
1112,16344,0.308,0.369,0.221,0.474,0.221,0.483,0.204,0.204,0.012,0.075,1.158,0.078,1.155,0.836,2.144,0.466,0.65,0.422,0.423,0.699,0.955,0.045,0.997,0.711,0,0.365,0,0.299,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.144,0.466,1,1,0.313,0.221,55,2.365,0.379,0.197,0.928
3239,16696,0.308,0.455,0.187,0.674,0.08,0.694,0.071,0.182,0.005,0.075,1.428,0.083,1.413,0.678,8.397,0.119,0.457,0.209,0.102,0.46,0.895,0.105,0.989,1.378,0,0.566,0.227,0.298,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.606,0.277,2.328,0.429,0.334,0.134,68,9.764,0.607,0.153,1
2229,16525,0.308,0.341,0.259,0.405,0.259,0.4,0.244,0.244,0.014,0.075,1.072,0.077,1.068,0.903,1.565,0.639,0.76,0.578,0.608,0.815,0.972,0.028,0.996,0.71,0,0.542,0.241,0.298,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.565,0.639,1,1,0.307,0.259,63.333,1.644,0,0,0.602
1166,16348,0.308,0.395,0.199,0.625,0.163,0.595,0.165,0.192,0.011,0.074,1.241,0.077,1.233,0.78,3.827,0.261,0.493,0.243,0.278,0.608,0.966,0.034,0.994,0.73,0,0.442,0,0.298,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.133,0.319,1.222,0.819,0.308,0.181,85,3.598,0.544,0.142,1
1463,16398,0.308,0.395,0.207,0.6,0.156,0.624,0.144,0.203,0.01,0.074,1.242,0.078,1.239,0.779,3.84,0.26,0.513,0.263,0.231,0.606,0.959,0.041,0.997,0.793,0,0.344,0,0.298,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.897,0.345,1.325,0.754,0.311,0.182,75.714,4.337,0.528,0.155,0.987
3940,16821,0.308,0.408,0.244,0.616,0.186,0.611,0.169,0.229,0.015,0.074,1.283,0.082,1.267,0.754,3.307,0.302,0.5,0.25,0.277,0.568,0.907,0.093,0.987,0.649,0,0.493,0,0.298,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.522,0.396,1.311,0.763,0.328,0.215,65,3.608,0.533,0.14,1
4330,16936,0.308,0.317,0.277,0.349,0.277,0.342,0.275,0.275,0.014,0.074,0.997,0.075,0.995,0.969,1.262,0.793,0.88,0.775,0.803,0.94,0.994,0.006,0.999,0.768,0,0.418,0,0.297,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.262,0.793,1,1,0.299,0.277,61.667,1.245,0,0,1
1529,16411,0.307,0.322,0.277,0.371,0.277,0.347,0.273,0.273,0.015,0.074,1.012,0.075,1.011,0.955,1.34,0.746,0.828,0.685,0.786,0.911,0.993,0.007,0.999,0.721,0,0.31,0,0.297,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.34,0.746,1,1,0.299,0.277,55,1.272,0,0,0.896
3787,16793,0.307,0.349,0.234,0.447,0.234,0.439,0.221,0.221,0.013,0.074,1.097,0.075,1.096,0.879,1.912,0.523,0.687,0.472,0.503,0.773,0.988,0.012,0.999,0.709,0,0.463,0,0.296,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.912,0.523,1,1,0.3,0.234,68.333,1.986,0.349,0.212,1
1646,16437,0.306,0.598,0.12,0.893,0.12,0.899,0.108,0.108,0.007,0.074,1.879,0.083,1.863,0.512,7.466,0.134,0.343,0.118,0.12,0.262,0.888,0.112,0.992,0.689,0,0.53,0,0.295,Reject,Reject,Reject,Reject,Reject,Reject,Reject,7.466,0.134,1,1,0.332,0.12,48.571,8.344,0.852,0.087,1
5089,17657,0.306,0.345,0.249,0.422,0.249,0.403,0.239,0.239,0.014,0.074,1.085,0.077,1.074,0.886,1.695,0.59,0.726,0.527,0.594,0.785,0.96,0.04,0.99,0.702,0,0.542,0.408,0.294,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.695,0.59,1,1,0.307,0.249,66,1.685,0.309,0.238,1
1834,16458,0.306,0.43,0.24,0.604,0.154,0.522,0.146,0.239,0.012,0.073,1.35,0.084,1.322,0.712,3.931,0.254,0.507,0.257,0.28,0.507,0.871,0.129,0.979,0.793,0,0.608,0.181,0.294,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.516,0.397,1.563,0.64,0.337,0.197,60,3.566,0.544,0.101,0.962
257,16032,0.306,0.365,0.259,0.444,0.259,0.427,0.237,0.237,0.016,0.073,1.147,0.077,1.141,0.838,1.716,0.583,0.689,0.475,0.556,0.702,0.955,0.045,0.995,0.64,0,0.288,0,0.294,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.716,0.583,1,1,0.308,0.259,66,1.8,0.337,0.218,1
