Id,Img Id,Da,Dp,FWidth,FLength,FThickness,ELength,EThickness,EWidth,Volume,Area,Perimeter,CHull  Area,CHull Perimeter,Sphericity,L/T Ratio,T/L Aspect Ratio,Compactness,Roundness,Ellipse Ratio,Circularity,Solidity,Concavity,Convexity,Extent,hash,Transparency,Curvature,Surface Area,Filter0,Filter1,Filter2,Filter3,Filter4,Filter5,Filter6,L/W Ratio,W/L Ratio,W/T Ratio,T/W Ratio,CHull Surface Area,Sieve,Angularity,Ellipticity,Fiber Length,Fiber Width,Krumbein Rnd
 , ,mm,mm,mm,mm,mm,mm,mm,mm,mm≥,mm≤,mm,mm≤,mm, , , , , , , , , , , , , , ,mm≤, , , , , , , , , , , ,mm≤,mm, , ,mm,mm, 
3169,16684,0.177,0.202,0.129,0.26,0.129,0.256,0.119,0.119,0.002,0.025,0.635,0.025,0.635,0.874,2.009,0.498,0.68,0.463,0.465,0.764,0.999,0.001,1,0.731,0,0.413,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.009,0.498,1,1,0.098,0.129,85,2.15,0,0,1
1406,16393,0.177,0.186,0.164,0.204,0.164,0.192,0.158,0.158,0.003,0.025,0.583,0.025,0.581,0.952,1.245,0.803,0.868,0.754,0.824,0.907,0.98,0.02,0.997,0.737,0,0.557,0.417,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.245,0.803,1,1,0.1,0.164,66,1.214,0,0,1
4600,17048,0.177,0.207,0.131,0.274,0.131,0.264,0.118,0.118,0.002,0.025,0.65,0.025,0.649,0.854,2.086,0.479,0.645,0.416,0.447,0.73,0.983,0.017,0.999,0.682,0,0.534,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.086,0.479,1,1,0.1,0.131,85,2.235,0,0,1
3476,16745,0.177,0.22,0.137,0.304,0.128,0.291,0.116,0.121,0.003,0.024,0.692,0.026,0.686,0.802,2.376,0.421,0.581,0.337,0.397,0.642,0.934,0.066,0.991,0.629,0,0.579,0.321,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.213,0.452,1.074,0.931,0.105,0.133,85,2.518,0.235,0.119,1
2002,16480,0.177,0.24,0.125,0.337,0.125,0.28,0.122,0.122,0.003,0.024,0.753,0.026,0.749,0.737,2.701,0.37,0.524,0.275,0.434,0.543,0.945,0.055,0.995,0.583,0,0.547,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.701,0.37,1,1,0.104,0.125,116.667,2.302,0.313,0.078,1
4108,16882,0.177,0.205,0.12,0.276,0.12,0.264,0.116,0.116,0.002,0.024,0.644,0.025,0.644,0.861,2.294,0.436,0.64,0.41,0.438,0.742,0.986,0.014,0.999,0.738,0,0.577,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.294,0.436,1,1,0.099,0.12,85,2.283,0,0,1
2686,16616,0.177,0.198,0.125,0.253,0.125,0.247,0.125,0.125,0.002,0.024,0.622,0.024,0.622,0.892,2.02,0.495,0.697,0.486,0.505,0.796,1,0,1,0.77,0,0.429,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.02,0.495,1,1,0.098,0.125,70,1.98,0.179,0.137,1
5270,18700,0.177,0.189,0.15,0.228,0.15,0.216,0.142,0.142,0.003,0.024,0.593,0.024,0.593,0.935,1.518,0.659,0.773,0.597,0.658,0.875,0.999,0.001,1,0.712,0,0.433,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.518,0.659,1,1,0.098,0.15,87.5,1.519,0,0,1
900,16299,0.177,0.233,0.118,0.329,0.118,0.286,0.109,0.109,0.002,0.024,0.732,0.025,0.727,0.758,2.788,0.359,0.537,0.288,0.382,0.574,0.962,0.038,0.993,0.631,0,0.525,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.788,0.359,1,1,0.102,0.118,116.667,2.618,0.288,0.085,1
3691,16777,0.177,0.197,0.14,0.236,0.14,0.231,0.131,0.131,0.002,0.024,0.62,0.025,0.62,0.895,1.682,0.594,0.748,0.559,0.564,0.8,0.998,0.002,1,0.738,0,0.531,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.682,0.594,1,1,0.098,0.14,68,1.772,0.236,0.104,1
5131,17784,0.176,0.229,0.12,0.302,0.12,0.287,0.115,0.115,0.002,0.024,0.72,0.026,0.718,0.77,2.518,0.397,0.584,0.342,0.4,0.592,0.947,0.053,0.997,0.676,0,0.523,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.518,0.397,1,1,0.103,0.12,82.5,2.502,0.251,0.097,1
947,16307,0.176,0.209,0.127,0.282,0.127,0.265,0.117,0.117,0.002,0.024,0.658,0.025,0.656,0.843,2.214,0.452,0.626,0.391,0.444,0.711,0.969,0.031,0.997,0.681,0,0.565,0.181,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.214,0.452,1,1,0.101,0.127,56.667,2.255,0,0,1
3941,16822,0.176,0.233,0.099,0.336,0.099,0.319,0.097,0.097,0.002,0.024,0.733,0.025,0.733,0.756,3.38,0.296,0.526,0.277,0.304,0.572,0.994,0.006,1,0.734,0,0.552,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.38,0.296,1,1,0.098,0.099,68,3.293,0.3,0.081,1
3010,16657,0.176,0.227,0.143,0.354,0.101,0.348,0.096,0.129,0.003,0.024,0.712,0.026,0.708,0.778,3.517,0.284,0.499,0.249,0.274,0.605,0.942,0.058,0.993,0.688,0,0.59,0.09,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.478,0.404,1.419,0.705,0.104,0.122,116.667,3.644,0.29,0.077,1
2183,16515,0.176,0.188,0.156,0.216,0.156,0.205,0.15,0.15,0.003,0.024,0.592,0.025,0.591,0.937,1.387,0.721,0.817,0.667,0.732,0.878,0.996,0.004,1,0.727,0,0.589,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.387,0.721,1,1,0.098,0.156,87.5,1.366,0,0,1
923,16303,0.176,0.244,0.115,0.344,0.115,0.31,0.102,0.102,0.002,0.024,0.766,0.027,0.759,0.724,3.005,0.333,0.512,0.262,0.33,0.524,0.903,0.097,0.991,0.619,0,0.57,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.005,0.333,1,1,0.108,0.115,68,3.03,0.288,0.085,1
3720,16784,0.176,0.243,0.119,0.344,0.119,0.279,0.112,0.112,0.003,0.024,0.763,0.026,0.756,0.726,2.892,0.346,0.513,0.263,0.401,0.527,0.94,0.06,0.991,0.598,0,0.55,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.892,0.346,1,1,0.104,0.119,66,2.494,0.272,0.09,1
4485,16996,0.176,0.22,0.116,0.299,0.116,0.279,0.114,0.114,0.002,0.024,0.692,0.025,0.691,0.801,2.582,0.387,0.59,0.349,0.411,0.641,0.98,0.02,0.999,0.707,0,0.567,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.582,0.387,1,1,0.1,0.116,68.333,2.435,0.224,0.109,0.784
2246,16531,0.176,0.215,0.122,0.287,0.122,0.269,0.116,0.116,0.002,0.024,0.674,0.025,0.672,0.822,2.356,0.424,0.614,0.377,0.43,0.675,0.978,0.022,0.997,0.698,0,0.594,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.356,0.424,1,1,0.1,0.122,113.333,2.327,0.238,0.103,1
2493,16584,0.176,0.193,0.126,0.249,0.126,0.24,0.126,0.126,0.002,0.024,0.607,0.024,0.607,0.913,1.984,0.504,0.707,0.499,0.525,0.833,1,0,1,0.778,0,0.373,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.984,0.504,1,1,0.098,0.126,116.667,1.904,0.177,0.138,1
5185,18000,0.176,0.228,0.105,0.319,0.105,0.303,0.101,0.101,0.002,0.024,0.715,0.025,0.715,0.774,3.038,0.329,0.552,0.304,0.335,0.599,0.986,0.014,0.999,0.726,0,0.587,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.038,0.329,1,1,0.099,0.105,113.333,2.985,0.247,0.099,1
2541,16597,0.176,0.194,0.132,0.249,0.132,0.235,0.127,0.127,0.002,0.024,0.611,0.025,0.611,0.906,1.885,0.531,0.708,0.501,0.541,0.821,0.99,0.01,0.999,0.741,0,0.53,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.885,0.531,1,1,0.099,0.132,70,1.85,0,0,1
976,16311,0.176,0.207,0.121,0.281,0.121,0.256,0.119,0.119,0.002,0.024,0.65,0.025,0.649,0.852,2.32,0.431,0.627,0.393,0.464,0.726,0.993,0.007,0.999,0.716,0,0.558,0,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.32,0.431,1,1,0.098,0.121,87.5,2.153,0.215,0.113,1
4672,17076,0.176,0.21,0.139,0.275,0.139,0.25,0.124,0.124,0.003,0.024,0.66,0.025,0.659,0.838,1.975,0.506,0.641,0.411,0.495,0.703,0.97,0.03,0.998,0.638,0,0.568,0.446,0.098,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.975,0.506,1,1,0.101,0.139,85,2.02,0.225,0.108,1
750,16271,0.176,0.287,0.145,0.367,0.145,0.313,0.126,0.126,0.004,0.024,0.9,0.036,0.828,0.615,2.537,0.394,0.48,0.23,0.403,0.378,0.679,0.321,0.92,0.458,0,0.66,1.636,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.537,0.394,1,1,0.144,0.145,67.143,2.483,0.369,0.066,1
773,16275,0.176,0.207,0.163,0.248,0.163,0.209,0.152,0.152,0.003,0.024,0.652,0.026,0.649,0.849,1.524,0.656,0.71,0.505,0.728,0.721,0.941,0.059,0.996,0.604,0,0.589,0.276,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.524,0.656,1,1,0.104,0.163,68,1.374,0.183,0.133,1
5120,17769,0.176,0.232,0.137,0.329,0.118,0.281,0.111,0.121,0.003,0.024,0.729,0.025,0.726,0.758,2.789,0.359,0.535,0.286,0.396,0.574,0.963,0.037,0.996,0.626,0,0.519,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.403,0.416,1.16,0.862,0.101,0.128,85,2.526,0.257,0.089,1
1394,16391,0.176,0.22,0.112,0.3,0.112,0.295,0.105,0.105,0.002,0.024,0.692,0.025,0.69,0.799,2.678,0.373,0.587,0.344,0.356,0.639,0.97,0.03,0.998,0.724,0,0.488,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.678,0.373,1,1,0.1,0.112,68,2.807,0.244,0.1,1
548,16226,0.176,0.262,0.092,0.383,0.092,0.383,0.082,0.082,0.002,0.024,0.823,0.026,0.821,0.672,4.143,0.241,0.459,0.211,0.215,0.452,0.948,0.052,0.998,0.687,0,0.443,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4.143,0.241,1,1,0.103,0.092,68,4.655,0.342,0.071,1
2330,16552,0.176,0.192,0.166,0.259,0.112,0.25,0.119,0.164,0.003,0.024,0.604,0.024,0.603,0.916,2.31,0.433,0.679,0.461,0.474,0.838,0.994,0.006,1,0.836,0,0.333,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.564,0.639,1.477,0.677,0.098,0.139,116.667,2.109,0.212,0.154,1
4825,17203,0.176,0.246,0.087,0.36,0.087,0.352,0.087,0.087,0.001,0.024,0.774,0.024,0.774,0.714,4.157,0.241,0.489,0.239,0.247,0.51,0.999,0.001,1,0.779,0,0.54,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4.157,0.241,1,1,0.097,0.087,72,4.052,0.335,0.073,1
4722,17102,0.176,0.287,0.091,0.426,0.091,0.408,0.085,0.085,0.002,0.024,0.902,0.027,0.9,0.612,4.701,0.213,0.413,0.17,0.209,0.375,0.908,0.092,0.998,0.628,0,0.559,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4.701,0.213,1,1,0.107,0.091,70,4.784,0.391,0.062,1
3065,16669,0.176,0.209,0.167,0.257,0.167,0.212,0.154,0.154,0.004,0.024,0.658,0.025,0.656,0.84,1.541,0.649,0.684,0.468,0.728,0.705,0.962,0.038,0.998,0.566,0,0.516,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.541,0.649,1,1,0.101,0.167,76,1.373,0.211,0.115,1
3294,16691,0.176,0.224,0.144,0.327,0.085,0.314,0.08,0.126,0.002,0.024,0.702,0.025,0.697,0.786,3.854,0.259,0.537,0.288,0.256,0.618,0.97,0.03,0.993,0.872,0,0.424,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.271,0.44,1.697,0.589,0.1,0.115,113.333,3.908,0.296,0.081,1
3761,16790,0.176,0.199,0.125,0.261,0.125,0.242,0.125,0.125,0.002,0.024,0.624,0.024,0.623,0.885,2.085,0.48,0.672,0.452,0.515,0.783,0.991,0.009,0.999,0.74,0,0.501,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.085,0.48,1,1,0.098,0.125,87.5,1.941,0.2,0.121,1
1718,16450,0.176,0.239,0.115,0.334,0.115,0.318,0.096,0.096,0.002,0.024,0.751,0.026,0.746,0.735,2.916,0.343,0.525,0.276,0.303,0.54,0.923,0.077,0.993,0.632,0,0.502,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.916,0.343,1,1,0.105,0.115,70,3.301,0.269,0.09,0.747
4833,17213,0.176,0.204,0.126,0.276,0.126,0.25,0.123,0.123,0.002,0.024,0.64,0.024,0.64,0.862,2.196,0.455,0.636,0.405,0.49,0.744,1,0,1,0.699,0,0.535,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.196,0.455,1,1,0.097,0.126,85,2.039,0.217,0.112,1
3425,16737,0.176,0.198,0.131,0.236,0.131,0.231,0.13,0.13,0.002,0.024,0.622,0.024,0.621,0.888,1.807,0.553,0.743,0.552,0.565,0.788,0.992,0.008,1,0.784,0,0.519,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.807,0.553,1,1,0.098,0.131,85,1.769,0.221,0.11,1
3477,16746,0.176,0.205,0.12,0.273,0.12,0.259,0.117,0.117,0.002,0.024,0.644,0.024,0.644,0.857,2.287,0.437,0.643,0.413,0.454,0.735,1,0,1,0.742,0,0.53,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.287,0.437,1,1,0.097,0.12,85,2.203,0.239,0.102,1
5229,18232,0.176,0.249,0.109,0.358,0.109,0.31,0.102,0.102,0.002,0.024,0.781,0.025,0.778,0.707,3.292,0.304,0.49,0.24,0.329,0.5,0.954,0.046,0.996,0.621,0,0.526,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.292,0.304,1,1,0.102,0.109,87.5,3.04,0.31,0.078,1
3931,16819,0.176,0.235,0.094,0.324,0.094,0.335,0.09,0.09,0.001,0.024,0.737,0.025,0.736,0.748,3.456,0.289,0.543,0.294,0.269,0.56,0.96,0.04,0.998,0.799,0,0.58,1.61,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.456,0.289,1,1,0.101,0.094,85,3.711,0.28,0.087,1
3094,16671,0.176,0.203,0.147,0.281,0.122,0.275,0.112,0.14,0.003,0.024,0.636,0.024,0.636,0.867,2.301,0.435,0.624,0.389,0.408,0.752,0.989,0.011,1,0.704,0,0.499,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.919,0.521,1.199,0.834,0.098,0.134,116.667,2.453,0.225,0.096,1
4747,17114,0.176,0.244,0.108,0.384,0.078,0.363,0.075,0.1,0.002,0.024,0.767,0.025,0.765,0.72,4.937,0.203,0.457,0.209,0.206,0.518,0.983,0.017,0.998,0.811,0,0.497,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.568,0.28,1.384,0.723,0.099,0.093,92.5,4.864,0.311,0.086,1
4050,16868,0.176,0.238,0.118,0.314,0.118,0.273,0.114,0.114,0.002,0.024,0.747,0.027,0.713,0.739,2.673,0.374,0.559,0.312,0.418,0.546,0.907,0.093,0.955,0.656,0,0.56,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.673,0.374,1,1,0.107,0.118,113.333,2.393,0.286,0.085,1
4961,17351,0.176,0.257,0.086,0.361,0.086,0.374,0.083,0.083,0.001,0.024,0.808,0.025,0.807,0.682,4.185,0.239,0.486,0.236,0.222,0.466,0.953,0.047,0.998,0.776,0,0.506,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4.185,0.239,1,1,0.102,0.086,85,4.509,0.328,0.074,1
1870,16464,0.176,0.238,0.114,0.33,0.114,0.313,0.109,0.109,0.002,0.024,0.748,0.026,0.746,0.738,2.898,0.345,0.532,0.283,0.348,0.544,0.924,0.076,0.998,0.644,0,0.519,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.898,0.345,1,1,0.105,0.114,68,2.87,0.258,0.094,1
1738,16452,0.176,0.24,0.105,0.344,0.105,0.334,0.093,0.093,0.002,0.024,0.752,0.025,0.751,0.733,3.276,0.305,0.51,0.26,0.28,0.537,0.954,0.046,0.998,0.669,0,0.546,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.276,0.305,1,1,0.101,0.105,116.667,3.576,0.27,0.089,1
553,16228,0.176,0.283,0.082,0.41,0.082,0.379,0.079,0.079,0.001,0.024,0.889,0.026,0.869,0.62,4.986,0.201,0.428,0.183,0.209,0.385,0.948,0.052,0.977,0.717,0,0.443,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4.986,0.201,1,1,0.102,0.082,116.667,4.786,0.394,0.061,1
1912,16469,0.175,0.237,0.109,0.333,0.109,0.324,0.098,0.098,0.002,0.024,0.744,0.024,0.743,0.741,3.058,0.327,0.527,0.278,0.304,0.55,0.988,0.012,1,0.667,0,0.545,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.058,0.327,1,1,0.098,0.109,87.5,3.288,0.284,0.085,1
2275,16540,0.175,0.245,0.115,0.34,0.115,0.324,0.105,0.105,0.002,0.024,0.77,0.026,0.767,0.716,2.953,0.339,0.516,0.266,0.324,0.512,0.928,0.072,0.995,0.618,0,0.582,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.953,0.339,1,1,0.104,0.115,66,3.087,0.297,0.081,1
5206,18083,0.175,0.258,0.111,0.366,0.111,0.35,0.099,0.099,0.002,0.024,0.809,0.028,0.801,0.681,3.305,0.303,0.479,0.229,0.282,0.464,0.875,0.125,0.99,0.595,0,0.548,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.305,0.303,1,1,0.11,0.111,63.333,3.543,0.324,0.075,1
4287,16921,0.175,0.186,0.142,0.219,0.142,0.212,0.14,0.14,0.002,0.024,0.585,0.024,0.585,0.942,1.536,0.651,0.802,0.644,0.659,0.887,1,0,1,0.776,0,0.567,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.536,0.651,1,1,0.097,0.142,85,1.517,0,0,1
4549,17019,0.175,0.221,0.122,0.313,0.122,0.278,0.111,0.111,0.002,0.024,0.693,0.024,0.693,0.795,2.569,0.389,0.561,0.315,0.4,0.632,0.993,0.007,1,0.635,0,0.557,0,0.097,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.569,0.389,1,1,0.097,0.122,68,2.5,0.253,0.095,1
2020,16482,0.175,0.249,0.099,0.36,0.099,0.323,0.098,0.098,0.002,0.024,0.781,0.025,0.78,0.705,3.64,0.275,0.486,0.237,0.302,0.497,0.959,0.041,0.999,0.677,0,0.598,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.64,0.275,1,1,0.101,0.099,87.5,3.306,0.293,0.082,1
964,16310,0.175,0.194,0.173,0.219,0.173,0.198,0.158,0.158,0.003,0.024,0.609,0.025,0.608,0.905,1.262,0.792,0.801,0.641,0.799,0.818,0.98,0.02,0.998,0.636,0,0.501,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.262,0.792,1,1,0.098,0.173,70,1.252,0.18,0.134,1
4264,16915,0.175,0.2,0.121,0.256,0.121,0.25,0.12,0.12,0.002,0.024,0.629,0.024,0.628,0.876,2.112,0.473,0.684,0.468,0.483,0.767,0.992,0.008,1,0.776,0,0.535,0.257,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.112,0.473,1,1,0.097,0.121,85,2.072,0,0,1
3046,16666,0.175,0.282,0.102,0.414,0.102,0.357,0.087,0.087,0.002,0.024,0.885,0.027,0.879,0.622,4.066,0.246,0.423,0.179,0.242,0.387,0.879,0.121,0.993,0.572,0,0.566,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4.066,0.246,1,1,0.11,0.102,74,4.128,0.355,0.068,1
3171,16685,0.175,0.229,0.103,0.325,0.103,0.312,0.097,0.097,0.002,0.024,0.718,0.025,0.717,0.766,3.157,0.317,0.539,0.29,0.312,0.587,0.983,0.017,0.999,0.719,0,0.521,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.157,0.317,1,1,0.098,0.103,85,3.204,0.279,0.086,1
3874,16805,0.175,0.189,0.138,0.23,0.138,0.221,0.134,0.134,0.002,0.024,0.593,0.024,0.593,0.928,1.672,0.598,0.761,0.579,0.607,0.862,1,0,1,0.76,0,0.475,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.672,0.598,1,1,0.096,0.138,68,1.648,0.193,0.125,1
2783,16625,0.175,0.263,0.107,0.375,0.107,0.343,0.098,0.098,0.002,0.024,0.825,0.026,0.817,0.667,3.509,0.285,0.467,0.218,0.285,0.444,0.917,0.083,0.99,0.6,0,0.467,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.509,0.285,1,1,0.105,0.107,85,3.506,0.339,0.071,1
2654,16613,0.175,0.188,0.146,0.222,0.146,0.212,0.143,0.143,0.002,0.024,0.589,0.024,0.589,0.933,1.523,0.657,0.788,0.622,0.674,0.871,0.992,0.008,0.999,0.744,0,0.406,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.523,0.657,1,1,0.097,0.146,68,1.484,0,0,1
2454,16576,0.175,0.279,0.097,0.399,0.097,0.409,0.082,0.082,0.002,0.024,0.876,0.028,0.871,0.628,4.097,0.244,0.438,0.192,0.201,0.394,0.846,0.154,0.994,0.619,0,0.499,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4.097,0.244,1,1,0.114,0.097,61.429,4.973,0.362,0.066,1
1477,16402,0.175,0.203,0.123,0.275,0.123,0.257,0.116,0.116,0.002,0.024,0.639,0.025,0.638,0.861,2.242,0.446,0.637,0.405,0.452,0.74,0.979,0.021,0.998,0.713,0,0.534,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.242,0.446,1,1,0.098,0.123,85,2.211,0.226,0.107,1
2514,16589,0.175,0.242,0.09,0.35,0.09,0.341,0.089,0.089,0.001,0.024,0.759,0.025,0.759,0.724,3.912,0.256,0.5,0.25,0.262,0.524,0.976,0.024,1,0.767,0,0.509,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.912,0.256,1,1,0.099,0.09,85,3.817,0.289,0.083,1
4013,16860,0.175,0.264,0.098,0.382,0.098,0.371,0.086,0.086,0.002,0.024,0.83,0.026,0.829,0.662,3.912,0.256,0.458,0.21,0.231,0.439,0.942,0.058,0.999,0.644,0,0.497,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.912,0.256,1,1,0.102,0.098,68,4.322,0.328,0.073,1
2101,16497,0.175,0.199,0.128,0.246,0.128,0.242,0.126,0.126,0.002,0.024,0.626,0.025,0.625,0.877,1.928,0.519,0.71,0.504,0.522,0.77,0.969,0.031,0.997,0.764,0,0.414,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.928,0.519,1,1,0.099,0.128,116.667,1.917,0.203,0.119,1
3648,16769,0.175,0.307,0.073,0.462,0.073,0.447,0.068,0.068,0.001,0.024,0.965,0.026,0.963,0.569,6.291,0.159,0.378,0.143,0.152,0.324,0.942,0.058,0.997,0.708,0,0.555,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,6.291,0.159,1,1,0.102,0.073,72,6.569,0.427,0.056,1
700,16262,0.175,0.184,0.144,0.222,0.144,0.211,0.141,0.141,0.002,0.024,0.579,0.024,0.579,0.95,1.544,0.647,0.789,0.623,0.666,0.902,1,0,1,0.755,0,0.442,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.544,0.647,1,1,0.096,0.144,66,1.502,0,0,1
1684,16445,0.175,0.258,0.101,0.383,0.101,0.344,0.091,0.091,0.002,0.024,0.81,0.025,0.809,0.678,3.777,0.265,0.457,0.209,0.266,0.46,0.966,0.034,0.999,0.619,0,0.561,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.777,0.265,1,1,0.099,0.101,116.667,3.766,0.302,0.08,1
5178,17993,0.175,0.298,0.076,0.444,0.076,0.447,0.071,0.071,0.001,0.024,0.936,0.027,0.929,0.587,5.811,0.172,0.394,0.155,0.159,0.345,0.884,0.116,0.993,0.708,0,0.53,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,5.811,0.172,1,1,0.109,0.076,74,6.307,0.407,0.059,1
3200,16690,0.175,0.209,0.124,0.27,0.124,0.254,0.12,0.12,0.002,0.024,0.656,0.025,0.653,0.837,2.167,0.462,0.649,0.421,0.475,0.701,0.964,0.036,0.996,0.716,0,0.425,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.167,0.462,1,1,0.1,0.124,113.333,2.107,0,0,1
680,16258,0.175,0.214,0.112,0.292,0.112,0.283,0.106,0.106,0.002,0.024,0.671,0.024,0.67,0.819,2.615,0.382,0.599,0.359,0.375,0.671,0.988,0.012,0.999,0.737,0,0.434,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.615,0.382,1,1,0.097,0.112,68,2.667,0.225,0.107,1
2761,16623,0.175,0.196,0.134,0.251,0.134,0.235,0.128,0.128,0.002,0.024,0.616,0.024,0.615,0.892,1.864,0.536,0.698,0.487,0.545,0.796,0.981,0.019,0.999,0.713,0,0.46,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.864,0.536,1,1,0.098,0.134,85,1.834,0,0,1
724,16267,0.175,0.231,0.093,0.329,0.093,0.327,0.091,0.091,0.001,0.024,0.726,0.024,0.726,0.757,3.536,0.283,0.532,0.283,0.279,0.572,0.985,0.015,1,0.786,0,0.566,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.536,0.283,1,1,0.098,0.093,70,3.582,0.224,0.107,1
2882,16640,0.175,0.25,0.1,0.359,0.1,0.342,0.09,0.09,0.002,0.024,0.786,0.025,0.784,0.699,3.582,0.279,0.487,0.237,0.264,0.489,0.944,0.056,0.998,0.668,0,0.556,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.582,0.279,1,1,0.102,0.1,113.333,3.784,0.324,0.074,1
895,16298,0.175,0.207,0.122,0.3,0.102,0.286,0.1,0.122,0.002,0.024,0.652,0.024,0.651,0.842,2.93,0.341,0.583,0.34,0.349,0.71,0.984,0.016,0.999,0.782,0,0.52,0,0.096,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.449,0.408,1.196,0.836,0.097,0.112,85,2.863,0.247,0.112,1
